KIC,numax,enumax,Dnu,eDnu,Length,HBR,Teff_SDSS,eTeff_SDSS,[M/H]_SDSS,e[M/H]_SDSS,Radius_SDSS,+eRad_SDSS,-eRad_SDSS,syRad_SDSS,Mass_SDSS,+eMas_SDSS,-eMas_SDSS,syMas_SDSS,logg_SDSS,+elogg_SDSS,-elogg_SDSS,sylogg_SDSS,rho_SDSS,+erho_SDSS,-erho_SDSS,syrho_SDSS,Age_SDSS,+eAge_SDSS,-eAge_SDSS,syAge_SDSS,Teff_ASPC,eTeff_ASPC,[M/H]_ASPC,e[M/H]_ASPC,Radius_ASPC,+eRad_ASPC,-eRad_ASPC,syRad_ASPC,Mass_ASPC,+eMas_ASPC,-eMas_ASPC,syMas_ASPC,logg_ASPC,+elogg_ASPC,-elogg_ASPC,sylogg_ASPC,rho_ASPC,+erho_ASPC,-erho_ASPC,syrho_ASPC,Age_ASPC,+eAge_ASPC,-eAge_ASPC,syAge_ASPC,Gaia,Teff,e_Teff,D,+e_D,-e_D,R,+e_R,-e_R,AV,Evol,Bin,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,source_id_2,original_ext_source_id,angular_distance,gaia_astrometric_params,tmass_oid,number_of_neighbours,number_of_mates,best_neighbour_multiplicity,kic,gaia,tmass_source_id,RAJ2000,DEJ2000,_2MASS,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Qflg,Rflg,Bflg,Cflg,Xflg,Aflg
9163769,1877.806,290.52,80.202,2.088,27.8,1.2570000000000001,6438.0,100.0,0.049,0.1,1.537,0.034,-0.033,0.017,1.315,0.046,-0.042,0.040999999999999995,4.183,0.016,-0.016,0.005,0.3616,0.02045,-0.01872,0.002076,2.45,0.43799999999999994,-0.42100000000000004,0.456,6408.1,69.27600000000001,0.049,0.1,1.535,0.034,-0.033,0.018000000000000002,1.307,0.04,-0.037000000000000005,0.049,4.181,0.015,-0.015,0.006999999999999999,0.3608,0.01863,-0.01814,0.0035770000000000008,2.555,0.33899999999999997,-0.33,0.616,2079988275606270720,6433,129,232.014,1.274,1.264,1.607,0.067,0.064,0.1,0,0,1635721458409799680,b'Gaia DR2 2079988275606270720',2079988275606270720,29911192,2015.5,295.327566458683,0.02226553040617584,45.543737033551544,0.021965691436144737,4.280471705618995,0.023804573873863772,179.8172,16.88683338877837,0.052035994970094264,-7.911372391051141,0.041879977371283725,0.08186096,-0.056892723,-0.33495057,-0.11675991,0.2954575,-0.103206284,-0.2861854,0.053931393,-0.01631602,0.1537636,225,225,218,7,11.042105,530.6296,0.0,0.0,31,False,275.60312,1.6366927059238328,0.006025482208134615,0.0430226,26,16,0.04126059,0,28,False,219,1801801.4607455998,566.4892140280208,3180.6458,10.049098,24,1036478.7337967689,848.0205399860434,1222.233,10.312488,25,1093880.8237424002,1580.4290455835953,692.14166,9.6644945,1.1823498,0,0.6479931,0.2633896,0.3846035,-2.551980141363419,6.27775273774042,10,6750.0,4.0,-0.5,b'NOT_AVAILABLE',78.77228640112874,11.00549736838899,315.26247643084946,65.05258624569683,100001,6334.1333,6256.4,6564.313,0.8313,0.513,1.096,0.42,0.2769,0.5577,200111,1.6207902,1.5091162,1.6613159,3.809756,3.7728486,3.8466635,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2079988275606270720',,2079988275606270720,b'19411858+4532375',0.0226410133632996,5,418643110,1,0,1,9163769,2079988275606270720,2MASS J19411858+4532375,295.327444,45.543777,b'19411858+4532375',9.239,0.021,9.012,0.018,8.969,0.015,b'AAA',b'222',b'111',b'000',0,0
9201604,399.69599999999997,14.703,25.906,0.24,29.5,3.2260000000000004,5230.0,73.0,-0.045,0.1,3.4330000000000003,0.115,-0.11699999999999999,0.035,1.495,0.133,-0.134,0.049,3.54,0.011000000000000001,-0.013000000000000001,0.004,0.03689,0.0007224999999999999,-0.0007311,8.628e-06,2.269,1.016,-0.631,0.25,4994.8,69.27600000000001,-0.045,0.1,3.2030000000000003,0.11800000000000001,-0.121,0.102,1.2309999999999999,0.13,-0.124,0.109,3.516,0.013999999999999999,-0.015,0.011000000000000001,0.03745,0.0007053999999999999,-0.0006962000000000001,0.00030139999999999995,4.916,2.378,-1.5030000000000001,1.764,2107035368292387840,5129,103,547.683,7.155,6.9910000000000005,3.3310000000000004,0.145,0.13699999999999998,0.078,1,0,1635721458409799680,b'Gaia DR2 2107035368292387840',2107035368292387840,1381444987,2015.5,283.2268885255451,0.020738221990896297,45.69770624094929,0.024330354328993484,1.796937542896529,0.02380885866321838,75.47349,5.643316148448513,0.04388388741519326,-5.371165530609254,0.04680450337416406,-0.18660429,-0.25807947,-0.17612799,0.030348036,0.29795805,-0.0022077095,-0.42751712,-0.0163255,0.10266287,0.057966385,205,205,204,1,3.849324,285.24716,0.0,0.0,31,True,407.74652,1.551493444015555,0.005875756869990929,-0.037636954,23,16,0.037417643,0,27,False,219,505541.2501006888,168.0912374009491,3007.5408,11.428974,24,238000.17283173127,243.76296686179793,976.359,11.909945,24,377359.7833277471,305.6621073489236,1234.5652,10.820031,1.21723,0,1.0899134,0.48097038,0.608943,-21.938283592321326,0.53291196969233,6,5000.0,3.5,0.0,b'NOT_AVAILABLE',75.38651679633486,18.80483064216528,295.23106689495893,67.98172320624063,100001,5041.31,4995.7476,5091.6,,,,,,,200111,3.4104426,3.343405,3.4729345,6.76846,6.612314,6.9246054,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2107035368292387840',,2107035368292387840,b'18525444+4541518',0.03189284884981221,5,419016399,1,0,1,9201604,2107035368292387840,2MASS J18525444+4541518,283.226853,45.697723,b'18525444+4541518',10.061,0.022,9.572,0.018,9.534,0.013,b'AAA',b'222',b'111',b'000',0,0
9202077,1131.4460000000001,51.62,57.869,0.912,30.0,1.713,6119.0,70.0,0.14800000000000002,0.1,1.9809999999999999,0.040999999999999995,-0.06,0.037000000000000005,1.444,0.046,-0.14800000000000002,0.079,3.9989999999999997,0.012,-0.015,0.009000000000000001,0.1842,0.005439,-0.005449,0.00186,2.795,1.3659999999999999,-0.349,0.76,6111.2,69.27600000000001,0.14800000000000002,0.1,1.98,0.043,-0.06,0.047,1.443,0.048,-0.149,0.107,3.9989999999999997,0.012,-0.015,0.011000000000000001,0.1841,0.005435,-0.005443,0.001439,2.8160000000000003,1.3780000000000001,-0.364,1.0979999999999999,2107026400400517248,6119,122,290.527,2.238,2.21,2.048,0.086,0.08199999999999999,0.06,1,0,1635721458409799680,b'Gaia DR2 2107026400400517248',2107026400400517248,862588360,2015.5,283.5192476910842,0.02294196712569399,45.697877054296896,0.025936333093232358,3.412677857983666,0.02660438493163369,128.27501,8.287066846048564,0.04661401794222368,40.64148071499117,0.04430373481853052,-0.34029633,-0.35297236,-0.10909548,0.14472452,0.4255016,0.10788372,-0.27305138,0.018710267,-0.087708585,-0.09378647,203,203,200,3,9.579361,450.78116,0.0,0.0,31,True,280.2446,1.6296483322022222,0.00702511100884466,-0.00787041,24,15,0.035948504,0,27,False,222,1559740.2560487646,450.1522886927203,3464.9167,10.205735,22,868037.3581774065,1346.6150077412365,644.60693,10.505042,26,986010.314979923,1277.4007780913337,771.888,9.777216,1.1886901,0,0.7278261,0.29930687,0.42851925,-19.76593325763271,0.7313043256679954,4,6250.0,4.0,0.0,b'NOT_AVAILABLE',75.4604761652735,18.613026389917557,295.75865837746187,67.93183237404939,100001,6007.5747,5830.325,6167.6797,,,,,,,200111,2.1110885,2.002909,2.2413995,5.230032,5.161854,5.29821,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2107026400400517248',,2107026400400517248,b'18540460+4541515',0.09877744123039994,5,419016248,1,0,1,9202077,2107026400400517248,2MASS J18540460+4541515,283.519178,45.697659,b'18540460+4541515',9.269,0.022,9.038,0.018,8.985,0.013,b'AAA',b'222',b'111',b'000',0,0
9204313,1372.3110000000001,319.043,74.334,0.815,24.9,1.405,5853.0,57.0,-0.158,0.1,1.508,0.027999999999999997,-0.027000000000000003,0.019,1.018,0.051,-0.047,0.035,4.088,0.01,-0.01,0.006999999999999999,0.2966,0.00677,-0.006464,0.005759,8.725,1.1420000000000001,-1.138,0.9620000000000001,5557.9,69.27600000000001,-0.158,0.1,1.46,0.027000000000000003,-0.027000000000000003,0.035,0.92,0.048,-0.045,0.054000000000000006,4.072,0.01,-0.01,0.01,0.2954,0.006690000000000001,-0.006625,0.005396,13.12,1.581,-1.534,2.467,2107175315507604352,5645,113,215.662,1.1520000000000001,1.143,1.453,0.061,0.057999999999999996,0.061,1,0,1635721458409799680,b'Gaia DR2 2107175315507604352',2107175315507604352,945039855,2015.5,284.7833826379192,0.021028854150199634,45.6824284328564,0.026330527786019683,4.6073272224071555,0.02490469236050966,184.99835,-4.531423010526148,0.04482704966395881,34.5764595483069,0.052126913767734796,-0.050780997,0.0032856606,-0.13731174,-0.18016104,0.28422505,-0.20257397,-0.16029696,-0.0788901,-0.12920459,-0.04443857,222,222,204,18,9.702103,460.92407,0.06686133268960152,1.9770395160603802,31,True,119.94483,1.6054371494442046,0.0069016698129299595,0.033495486,24,17,0.039569054,0,27,False,231,1054074.9649704997,196.96806499009435,5351.502,10.631187,23,557190.2292613393,292.85030273973814,1902.6453,10.98638,25,704969.3558444999,502.43754118279566,1403.0985,10.141495,1.1974097,0,0.8448849,0.35519218,0.4896927,-40.12551385840089,0.5612425220800537,10,5750.0,4.0,-0.25,b'NOT_AVAILABLE',75.77095208786213,17.780559551422098,298.0075667392787,67.68952435253178,100001,5613.6997,5517.075,5796.467,0.4162,0.136,0.7301,0.195,0.051,0.364,200111,1.4892021,1.3967713,1.541822,1.9842608,1.9658916,2.00263,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2107175315507604352',,2107175315507604352,b'18590801+4540561',0.03263717900838958,5,418978690,1,0,1,9204313,2107175315507604352,2MASS J18590801+4540561,284.783401,45.682262,b'18590801+4540561',9.553,0.021,9.238,0.018,9.188,0.016,b'AAA',b'222',b'111',b'000',0,0
9206432,1872.0970000000002,22.226,84.777,0.13699999999999998,595.8,1.472,6494.0,46.0,0.165,0.139,1.569,0.022000000000000002,-0.013999999999999999,0.016,1.567,0.057,-0.046,0.049,4.2410000000000005,0.005,-0.006,0.005,0.4052,0.002117,-0.0026089999999999998,0.0041140000000000005,0.802,0.23600000000000002,-0.24100000000000002,0.379,6459.8,140.0,0.165,0.139,1.568,0.016,-0.013000000000000001,0.017,1.569,0.038,-0.047,0.054000000000000006,4.242,0.006999999999999999,-0.006999999999999999,0.009000000000000001,0.4062,0.006035,-0.006261,0.007515000000000002,0.479,0.33,-0.258,0.3720000000000001,2106497157350919296,6538,131,147.458,0.473,0.47100000000000003,1.526,0.064,0.061,0.032,0,0,1635721458409799680,b'Gaia DR2 2106497157350919296',2106497157350919296,1417900093,2015.5,285.93821922972677,0.01863936063553015,45.60835917837852,0.02454022335590001,6.751817114077572,0.021866961349515258,308.76797,24.8557627927938,0.04020048021500213,-6.1765196828187054,0.04702511793747973,-0.10054731,0.06355583,-0.09378058,0.024423115,0.15376876,0.030885058,-0.45234483,-0.11227789,-0.10104213,-0.15582743,220,220,213,7,9.669734,472.97415,0.0,0.0,31,True,250.61354,1.6401645546567387,0.0064434321632126975,0.09025363,25,17,0.039546024,0,28,False,219,4786583.124687606,1107.4528977688526,4322.1553,8.988301,23,2809212.2978197015,3253.836914215491,863.35376,9.229927,24,2818345.7898100712,2859.690234314418,985.54236,8.636934,1.1756942,0,0.5929928,0.24162579,0.351367,-1.4131414097712387,2.414968508413086,5,6750.0,4.0,0.25,b'NOT_AVAILABLE',76.00586092156688,17.001441012012357,299.9856776233364,67.39563787055805,100001,6587.25,6501.45,6725.3555,0.6965,0.5189,0.816,0.3257,0.2283,0.4051,200111,1.5472487,1.4843556,1.5883564,4.0609865,4.037324,4.084649,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2106497157350919296',,2106497157350919296,b'19034513+4536301',0.014138216314708149,5,418800166,1,0,1,9206432,2106497157350919296,2MASS J19034513+4536301,285.938056,45.608387,b'19034513+4536301',8.213,0.018,8.056,0.016,8.067,0.02,b'AAA',b'111',b'111',b'000',0,0
9225600,1239.993,45.58,64.66199999999999,1.6380000000000001,28.5,1.3359999999999999,6262.0,56.0,0.21899999999999997,0.1,1.84,0.037000000000000005,-0.037000000000000005,0.024,1.425,0.049,-0.055999999999999994,0.054000000000000006,4.061,0.012,-0.012,0.003,0.2278,0.008955,-0.008818000000000001,0.0015279999999999998,2.583,0.39899999999999997,-0.313,0.48200000000000004,6103.5,69.27600000000001,0.21899999999999997,0.1,1.824,0.04,-0.047,0.031,1.381,0.047,-0.077,0.063,4.055,0.011000000000000001,-0.013000000000000001,0.006,0.227,0.009283,-0.009093,0.001363,3.16,0.86,-0.396,0.757,2080048954904573056,6090,122,342.3280000000001,3.136,3.088,1.8880000000000001,0.08,0.076,0.09300000000000001,1,0,1635721458409799680,b'Gaia DR2 2080048954904573056',2080048954904573056,297169448,2015.5,294.63727425114996,0.02003595056406552,45.69251677672856,0.028781461473338748,2.8920492055285454,0.026832161870892386,107.782936,3.8674311771002263,0.0436584413523271,11.078645150122604,0.052174243263114824,-0.063744,0.03840995,-0.19087967,-0.009208323,0.39439255,-0.06642592,-0.27635005,-0.1449193,-0.04094976,-0.10712542,203,203,199,4,10.603038,485.54068,0.0,0.0,31,True,267.7319,1.6172144102786838,0.0072121459334161,-0.018771745,23,16,0.039281134,0,26,True,212,943681.3247989645,191.0342272728446,4939.8545,10.751303,24,522426.01085086295,347.4719085286618,1503.5057,11.056326,25,603084.0945633402,339.31872676049255,1777.3381,10.310975,1.1926802,0,0.74535084,0.3050232,0.44032764,-45.48628452754826,1.1677685265418487,7,6500.0,4.0,-0.25,b'NOT_AVAILABLE',78.67974076480817,11.502494729141485,314.3494319924508,65.38239645491926,100001,5951.5,5853.385,6109.733,,,,,,,200111,1.9765704,1.8755157,2.0433888,4.415959,4.3476677,4.48425,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2080048954904573056',,2080048954904573056,b'19383293+4541328',0.02435781175993768,5,419003526,1,0,1,9225600,2080048954904573056,2MASS J19383293+4541328,294.637242,45.692459,b'19383293+4541328',9.831,0.021,9.575,0.017,9.527,0.016,b'AAA',b'222',b'111',b'000',0,0
9226926,1610.118,42.43600000000001,73.274,0.564,165.0,1.633,7149.0,132.0,-0.16699999999999998,0.1,1.641,0.022000000000000002,-0.022000000000000002,0.053,1.4780000000000002,0.055999999999999994,-0.054000000000000006,0.096,4.177,0.008,-0.009000000000000001,0.012,0.3341,0.005978,-0.006168,0.01547,1.217,0.23,-0.20800000000000002,0.465,6478.8,69.27600000000001,-0.16699999999999998,0.1,1.6219999999999999,0.021,-0.018000000000000002,0.018000000000000002,1.3119999999999998,0.048,-0.036000000000000004,0.049,4.136,0.006999999999999999,-0.006999999999999999,0.008,0.3074,0.0051719999999999995,-0.004991,0.004352,2.552,0.275,-0.298,0.523,2080040708566989568,6892,138,137.091,0.42100000000000004,0.42,1.641,0.069,0.065,0.05,0,0,1635721458409799680,b'Gaia DR2 2080040708566989568',2080040708566989568,100575348,2015.5,295.11304924605895,0.02151289913733661,45.695830921816565,0.02227800290111096,7.264594016978668,0.022646210811648197,320.7863,-29.78483386960376,0.04657664227398404,-55.31033193866351,0.04355864442831935,-0.092143506,-0.0009401653,-0.3007797,0.10501017,0.115730815,0.092297345,-0.41340762,-0.15844648,-0.07249939,-0.10454834,246,246,242,4,10.414336,542.569,0.0,0.0,31,False,205.16316,1.6766393982875312,0.006304454035524637,-0.07917361,28,15,0.038222313,0,31,True,258,6784661.355869462,1629.9965122031535,4162.378,8.609546,29,4070669.2480004528,4851.023356712373,839.13617,8.827224,29,3875439.3925016867,8362.290983710021,463.4423,8.291118,1.1711872,0,0.5361061,0.21767807,0.31842804,-1.500736485128706,0.5651825026734832,6,6750.0,4.0,-0.25,b'NOT_AVAILABLE',78.83869499811729,11.208960206072621,315.0817501275035,65.25227707355,100001,6635.3,6504.8496,6834.19,0.755,0.3359,1.0177,0.3625,0.1669,0.5,200111,1.687393,1.5906082,1.7557505,4.972438,4.944914,4.999962,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2080040708566989568',,2080040708566989568,b'19402717+4541459',0.05172544487779466,5,419012400,1,0,1,9226926,2080040708566989568,2MASS J19402717+4541459,295.113232,45.696098,b'19402717+4541459',7.876,0.021,7.739,0.016,7.709,0.02,b'AAA',b'111',b'111',b'000',0,0
9266926,1325.799,49.278999999999996,75.081,1.4580000000000002,24.9,1.2209999999999999,5971.0,63.0,-0.387,0.099,1.47,0.032,-0.031,0.018000000000000002,0.956,0.045,-0.044000000000000004,0.028999999999999998,4.083,0.011000000000000001,-0.011000000000000001,0.005,0.3007,0.01015,-0.009974,0.003471,9.033,1.1909999999999998,-1.0490000000000002,1.1420000000000001,5649.5,69.27600000000001,-0.387,0.099,1.4180000000000001,0.032,-0.031,0.031,0.856,0.042,-0.042,0.047,4.067,0.01,-0.011000000000000001,0.006999999999999999,0.3005,0.01031,-0.01017,0.004693999999999999,13.93,1.3619999999999999,-1.4369999999999998,2.088,2107181049283909760,5626,113,298.094,2.116,2.092,1.5119999999999998,0.064,0.06,0.063,1,0,1635721458409799680,b'Gaia DR2 2107181049283909760',2107181049283909760,17100917,2015.5,284.6660243795158,0.021102934746212255,45.79668198974799,0.0233765746992736,3.3251644888511636,0.023926055137215303,138.97672,-10.237898876278173,0.043473768781845966,31.157115334043976,0.03956569809838868,0.13008386,0.28219798,-0.26650319,0.025247073,0.32065624,-0.03775348,-0.4728886,-0.329013,-0.09928811,0.05316904,220,220,209,11,6.6409116,368.699,0.0,0.0,31,True,491.1856,1.609563805760198,0.006743033603308935,-0.002521711,25,14,0.034554992,0,28,False,228,585774.3816633802,229.54881443146306,2551.851,11.26904,21,314554.248531225,410.90506258014227,765.5156,11.607149,21,389803.5452624108,230.68254532637692,1689.7834,10.784805,1.2024387,1,0.8223438,0.33810902,0.4842348,-67.16225417517025,0.8966376767774381,9,5750.0,4.0,-1.0,b'NOT_AVAILABLE',75.85246730205091,17.897783505016545,297.8796687935715,67.82150315298662,100002,5806.6665,5781.0,5854.6665,0.3217,0.017,0.709,0.1787,0.0172,0.3213,200111,1.4279897,1.4046707,1.4406978,2.088586,2.0624573,2.1147149,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2107181049283909760',,2107181049283909760,b'18583986+4547476',0.1421770183388466,5,419256289,1,0,1,9266926,2107181049283909760,2MASS J18583986+4547476,284.666097,45.796574,b'18583986+4547476',10.208,0.021,9.871,0.018,9.817,0.017,b'AAA',b'222',b'111',b'000',0,0
9287845,824.544,82.63799999999998,48.166000000000004,2.261,29.4,1.439,6488.0,62.0,0.131,0.1,2.313,0.08900000000000001,-0.08800000000000001,0.03,1.589,0.07200000000000001,-0.13699999999999998,0.055,3.905,0.022000000000000002,-0.023,0.003,0.1269,0.01047,-0.01009,0.0017109999999999998,1.851,0.769,-0.233,0.26,6217.5,69.27600000000001,0.131,0.1,2.235,0.094,-0.08,0.043,1.395,0.18100000000000002,-0.055,0.083,3.888,0.024,-0.024,0.008,0.1259,0.01024,-0.009928,0.0013859999999999999,3.167,0.371,-1.013,0.605,2080052356518671104,6313,126,490.98,5.84,5.718999999999999,2.3209999999999997,0.10099999999999999,0.095,0.128,1,0,1635721458409799680,b'Gaia DR2 2080052356518671104',2080052356518671104,1005442399,2015.5,294.5545263774249,0.020970686771672947,45.77723574394005,0.026944741227935103,2.0076852656498074,0.02418808668639644,83.00306,-1.553358020050746,0.04563726584340936,-12.105594485735978,0.048830617438944145,-0.18285015,-0.0047916,-0.3874024,0.10957054,0.33259982,0.073768295,-0.4998448,-0.07906108,-0.18420164,-0.22880857,205,205,202,3,4.3194666,294.90573,0.0,0.0,31,True,312.5574,1.62286777876477,0.007382307632922704,-0.084537365,23,14,0.041880477,0,26,True,215,781033.2345487638,203.71685765217222,3833.9155,10.956692,24,443129.6173428734,427.7013038623012,1036.0726,11.235062,24,486502.51359880145,229.33600434876257,2121.3525,10.544208,1.1902593,0,0.6908541,0.2783699,0.41248417,-2.664603646432496,0.37943520709839024,9,6750.0,4.0,-0.25,b'NOT_AVAILABLE',78.7296956571569,11.59259246950722,314.30314741433335,65.48310787029298,100001,6011.7,5493.75,6352.95,1.411,1.108,1.5864,0.698,0.55,0.8041,200111,2.5356266,2.2705395,3.0362825,7.565796,7.4080215,7.7235703,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2080052356518671104',,2080052356518671104,b'19381309+4546383',0.07154921655207508,5,419209372,1,0,1,9287845,2080052356518671104,2MASS J19381309+4546383,294.554554,45.777309,b'19381309+4546383',10.1,0.021,9.886,0.017,9.825,0.016,b'AAA',b'222',b'111',b'000',0,0
9289275,1302.698,49.175,66.78399999999999,0.272,86.9,1.641,6227.0,48.0,0.092,0.1,1.767,0.019,-0.019,0.019,1.349,0.045,-0.042,0.05,4.073,0.006,-0.006999999999999999,0.006,0.2441,0.002247,-0.002135,0.002074,3.0410000000000004,0.397,-0.315,0.504,5943.1,69.27600000000001,0.092,0.1,1.7069999999999999,0.023,-0.02,0.031,1.1909999999999998,0.045,-0.04,0.07400000000000001,4.0489999999999995,0.008,-0.006,0.011000000000000001,0.2396,0.002302,-0.002069,0.002519,5.5829999999999975,0.675,-0.634,1.396,2080041533200733824,6031,121,188.935,0.912,0.9059999999999999,1.7919999999999998,0.075,0.071,0.066,1,0,1635721458409799680,b'Gaia DR2 2080041533200733824',2080041533200733824,775210720,2015.5,295.0944804949718,0.02624800523771451,45.7765406557882,0.024196174991327386,5.26317860127003,0.02565928616395992,205.11789,-1.4204985745493834,0.054323125226851704,-25.21777401655,0.04824317976651966,-0.26148024,-0.012608463,-0.39936462,0.20302317,0.17397404,0.16755527,-0.3730195,-0.16859606,-0.10046482,-0.24974047,203,203,193,10,8.793696,414.13452,0.0,0.0,31,True,221.88477,1.6489821342287176,0.0065483729044423875,-0.098460875,23,14,0.044783838,0,30,True,230,2742201.094475338,648.4517999959472,4228.8433,9.593118,26,1519028.5574393026,1618.8688098967223,938.32715,9.897473,26,1736718.2546304031,1965.2092534219391,883.732,9.162597,1.187275,0,0.73487663,0.30435562,0.430521,-8.946205053680254,0.33506390857039065,4,6250.0,4.0,-0.25,b'NOT_AVAILABLE',78.9055523206917,11.257763467873898,315.13134011555894,65.33134895537832,100001,5997.0,5798.1133,6077.75,0.896,0.592,1.418,0.4793,0.2982,0.6931,200111,1.8217715,1.7736844,1.9488957,3.8673966,3.8354492,3.899344,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2080041533200733824',,2080041533200733824,b'19402267+4546361',0.12626754098129297,5,419207909,1,0,1,9289275,2080041533200733824,2MASS J19402267+4546361,295.094485,45.776695,b'19402267+4546361',8.684,0.024,8.42,0.033,8.36,0.012,b'AAA',b'112',b'111',b'000',0,0
9292130,855.5189999999999,26.904,48.776,1.385,24.9,1.77,6176.0,52.0,0.049,0.1,2.176,0.044000000000000004,-0.040999999999999995,0.028999999999999998,1.347,0.040999999999999995,-0.039,0.045,3.891,0.011000000000000001,-0.011000000000000001,0.004,0.1304,0.005224,-0.005034,0.001611,3.502,0.275,-0.271,0.307,5838.0,69.27600000000001,0.049,0.1,2.138,0.043,-0.044000000000000004,0.023,1.262,0.042,-0.045,0.034,3.878,0.011000000000000001,-0.011000000000000001,0.005,0.129,0.005116,-0.005079,0.001306,4.671,0.456,-0.37799999999999995,0.474,2080192471233226752,5947,119,362.19599999999997,3.089,3.045,2.217,0.094,0.08900000000000001,0.08800000000000001,1,0,1635721458409799680,b'Gaia DR2 2080192471233226752',2080192471233226752,24640759,2015.5,296.06940169403856,0.02066699255050161,45.703130871090885,0.022837492880351692,2.7315954434608978,0.023606326406747116,115.714554,5.309184681116093,0.04314117504434771,4.7872018779349474,0.0417464700134351,-0.19908494,-0.17187227,-0.21134304,-0.096517,0.33676875,-0.16543682,-0.14609215,-0.113609046,-0.12631688,-0.12177308,222,222,220,2,3.4175236,293.11832,0.0,0.0,31,True,302.47623,1.6289092673365577,0.0058890798634023845,-0.087854475,25,16,0.034539256,0,28,False,243,1077024.8755348553,221.24519379828976,4868.0146,10.607801,26,589139.6088605257,465.1515365929479,1266.5542,10.925842,26,695755.7639622425,328.70041905173787,2116.6865,10.155778,1.1930044,0,0.77006435,0.31804085,0.4520235,-22.79061724970879,0.40186743764245697,8,6250.0,4.0,-0.25,b'NOT_AVAILABLE',79.16314451220606,10.621851700641177,316.53802507020555,64.98617014465574,100001,5921.85,5676.9126,6276.143,,,,,,,200111,2.2595513,2.011645,2.45874,5.6567726,5.5713854,5.74216,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2080192471233226752',,2080192471233226752,b'19441664+4542111',0.025219034438294506,5,419029604,1,0,1,9292130,2080192471233226752,2MASS J19441664+4542111,296.069361,45.703102,b'19441664+4542111',9.645,0.021,9.369,0.017,9.332,0.014,b'AAA',b'222',b'111',b'000',0,0
